Evaporator Inlet Water Temperature,Evaporator Outlet Water Temperature,Evaporator Flow rate,Condensor Refrigerant Pressure,Condensor Inlet Water Temperature,Condensor Outlet Water Temperature,Condensor Flow Rate,Motor KW
10.1,5.4,287.1,104.8,22.7,26.8,429.3,215.0
10.2,5.4,286.6,104.8,22.7,26.8,427.3,215.2
10.1,5.3,287.3,104.8,22.7,26.8,423.5,221.3
10.2,5.4,287.6,106.2,22.8,26.9,428.5,220.6
10.2,5.3,286.9,105.5,22.8,26.9,429.4,222.6
10.2,5.3,287.4,106.2,22.8,27.0,427.9,222.7
10.2,5.3,286.9,106.2,22.8,27.0,427.4,223.2
10.2,5.3,287.6,106.2,22.9,27.1,425.2,223.5
10.2,5.3,288.6,106.2,22.9,27.1,428.3,224.1
10.2,5.3,287.0,106.2,22.9,27.1,428.5,228.1
10.3,5.3,288.2,106.9,22.9,27.1,428.3,227.9
10.2,5.3,288.9,106.9,22.9,27.3,427.6,228.4
10.2,5.3,288.1,106.9,23.0,27.3,426.5,228.3
10.2,5.3,288.9,106.9,23.0,27.3,428.0,228.6
10.2,5.3,287.7,107.6,23.0,27.3,428.7,228.3
10.2,5.3,288.6,107.6,23.0,27.3,429.1,228.6
10.3,5.3,288.8,107.6,23.1,27.4,428.4,228.3
10.2,5.3,289.1,107.6,23.1,27.4,427.3,228.7
10.2,5.3,289.0,108.3,23.1,27.4,422.9,228.7
10.2,5.3,289.0,108.3,23.2,27.5,430.6,228.2
10.1,5.2,288.5,108.3,23.1,27.4,427.8,232.1
10.2,5.3,289.1,108.3,23.2,27.5,426.7,232.3
10.2,5.2,289.5,108.3,23.2,27.5,428.7,232.4
10.2,5.2,288.5,108.3,23.3,27.6,427.1,232.8
10.2,5.2,288.7,108.9,23.3,27.6,427.7,233.0
10.2,5.2,288.4,108.9,23.4,27.7,429.5,231.6
10.0,5.1,288.8,108.9,23.3,27.6,428.5,230.7
9.9,5.0,289.6,108.9,23.4,27.8,427.7,230.3
9.8,5.0,288.6,108.9,23.4,27.7,429.4,227.6
9.8,4.9,289.4,108.3,23.4,27.6,428.3,226.9
9.8,5.0,288.6,108.9,23.5,27.7,427.0,225.3
9.8,5.1,287.9,108.9,23.4,27.7,427.2,225.4
9.9,5.1,288.8,108.9,23.5,27.8,427.6,225.3
9.9,5.1,288.2,108.9,23.6,27.8,420.3,225.3
9.9,5.1,288.5,108.9,23.6,27.8,428.7,225.6
9.9,5.1,288.6,108.9,23.6,27.8,428.7,225.1
9.8,5.1,289.2,108.9,23.6,27.8,426.8,225.5
9.9,5.1,288.7,108.9,23.6,27.8,427.8,225.5
9.9,5.1,289.1,108.9,23.6,27.8,427.6,226.2
9.9,5.1,288.6,108.9,23.6,27.9,426.5,226.0
9.9,5.1,288.4,109.6,23.7,27.9,430.0,226.0
9.9,5.2,289.1,109.6,23.7,27.9,427.7,225.7
9.8,5.1,289.6,109.6,23.7,27.9,431.8,225.4
9.9,5.2,288.6,109.6,23.8,27.9,426.4,225.5
9.9,5.2,287.8,109.6,23.8,27.9,428.8,225.7
9.9,5.2,288.7,109.6,23.8,28.0,426.6,225.7
9.9,5.2,289.1,109.6,23.8,28.0,429.3,225.8
9.9,5.2,288.3,110.3,23.8,28.0,426.7,222.0
10.0,5.2,289.1,109.6,23.9,28.0,427.8,222.2
9.9,5.3,289.0,109.6,23.9,28.0,428.0,222.5
9.9,5.3,288.3,109.6,23.9,28.1,426.8,222.8
10.0,5.3,289.4,109.6,23.9,28.1,425.2,223.1
9.9,5.3,289.0,110.3,24.0,28.1,421.1,223.1
9.9,5.2,288.4,110.3,24.0,28.1,427.5,223.3
9.9,5.2,288.6,110.3,24.0,28.1,429.2,223.3
9.9,5.2,288.8,110.3,24.0,28.1,428.9,223.3
9.9,5.3,289.0,110.3,24.0,28.2,428.5,223.2
10.0,5.3,288.9,110.3,24.1,28.2,429.6,223.1
9.9,5.3,290.1,110.3,24.1,28.2,427.6,223.0
10.0,5.3,289.1,111.0,24.1,28.4,428.1,223.0
10.0,5.3,288.0,111.0,24.2,28.3,429.2,223.2
10.0,5.3,288.0,111.0,24.2,28.4,428.7,223.4
10.0,5.3,289.0,111.0,24.3,28.4,426.7,223.7
10.0,5.3,288.2,111.0,24.3,28.4,430.0,224.0
10.0,5.3,288.8,111.0,24.3,28.4,428.2,223.8
9.9,5.3,288.2,111.7,24.3,28.4,428.9,224.2
9.9,5.3,288.6,111.7,24.3,28.5,428.0,224.3
10.0,5.3,288.9,111.7,24.4,28.5,428.8,225.0
10.0,5.3,289.6,111.7,24.4,28.5,424.5,225.0
9.9,5.3,288.8,111.7,24.4,28.6,428.6,225.0
10.0,5.3,289.0,111.7,24.4,28.6,428.5,224.7
10.0,5.3,288.3,111.7,24.4,28.6,428.2,224.5
9.9,5.3,289.0,112.4,24.5,28.6,426.8,224.5
10.0,5.3,289.1,112.4,24.5,28.6,427.4,224.3
9.9,5.3,288.6,112.4,24.5,28.6,426.2,224.8
10.0,5.3,288.0,112.4,24.5,28.7,428.7,225.0
10.0,5.4,288.5,112.4,24.5,28.7,429.5,225.2
10.0,5.3,288.3,112.4,24.6,28.7,428.6,225.1
10.0,5.4,288.7,112.4,24.6,28.8,428.4,225.0
10.0,5.4,288.0,112.4,24.6,28.8,429.0,224.9
10.0,5.3,289.4,113.1,24.6,28.7,429.3,225.5
10.0,5.4,288.9,113.1,24.6,28.9,429.3,226.3
10.0,5.3,287.8,113.1,24.7,28.9,427.2,226.1
10.1,5.4,289.5,113.1,24.8,29.0,428.4,226.2
10.0,5.3,288.2,113.1,24.8,29.0,428.8,226.4
10.0,5.4,289.1,113.1,24.8,29.0,426.0,226.7
10.0,5.4,288.9,113.8,24.8,29.0,421.8,226.2
10.1,5.4,289.6,113.8,24.8,29.0,429.1,226.1
10.1,5.4,288.7,113.8,24.9,29.0,429.0,226.2
10.1,5.4,288.1,113.8,24.9,29.0,427.6,226.0
10.2,5.5,288.7,113.8,24.9,29.1,428.1,226.4
10.2,5.4,288.6,114.5,24.9,29.1,429.1,229.7
10.2,5.4,289.5,114.5,24.9,29.1,429.4,230.0
10.1,5.4,288.3,114.5,24.9,29.2,427.9,230.7
10.2,5.4,288.7,115.1,25.0,29.2,428.8,232.4
10.1,5.3,288.8,115.1,25.0,29.3,428.8,232.5
10.2,5.3,288.6,115.1,25.0,29.2,427.8,232.9
10.1,5.4,288.8,115.1,25.1,29.4,429.4,233.2
10.1,5.3,288.3,115.1,25.1,29.4,429.5,232.9
10.1,5.3,289.1,115.1,25.1,29.4,427.2,233.1
10.1,5.3,287.8,115.8,25.1,29.4,426.9,232.7
10.1,5.4,288.1,115.8,25.1,29.4,428.3,232.5
10.1,5.3,288.2,115.8,25.2,29.4,421.7,231.9
10.1,5.3,288.2,115.8,25.1,29.5,429.1,231.3
10.1,5.3,288.2,115.8,25.2,29.5,427.3,231.3
10.1,5.4,288.0,115.8,25.2,29.5,430.0,230.8
10.1,5.3,288.3,115.8,25.2,29.5,427.7,231.4
10.1,5.3,287.6,116.5,25.3,29.5,428.3,231.6
10.0,5.3,288.5,115.8,25.3,29.6,429.2,231.4
10.1,5.3,288.0,116.5,25.3,29.6,430.1,231.6
10.0,5.3,287.9,116.5,25.4,29.6,428.1,232.5
10.1,5.3,288.9,116.5,25.4,29.6,426.9,233.2
10.1,5.3,288.3,116.5,25.4,29.7,429.5,233.2
10.0,5.3,288.6,116.5,25.4,29.7,428.1,234.7
10.1,5.3,287.8,117.2,25.5,29.7,428.1,236.1
10.1,5.3,288.9,117.2,25.5,29.8,428.2,235.7
10.1,5.3,288.1,117.2,25.5,29.8,427.5,235.1
10.0,5.3,289.0,117.2,25.5,29.9,428.8,235.3
10.1,5.3,288.4,117.2,25.5,29.9,423.4,235.2
10.1,5.3,287.6,117.2,25.5,29.9,427.6,235.8
10.1,5.3,289.0,117.9,25.6,29.9,427.2,236.2
10.1,5.3,289.6,117.9,25.6,30.0,428.2,236.3
10.0,5.3,289.2,117.9,25.6,30.0,429.1,236.5
10.1,5.3,288.9,117.9,25.6,30.0,427.1,236.0
10.0,5.3,289.0,117.9,25.7,30.0,428.8,235.5
10.1,5.3,289.0,117.9,25.7,30.0,428.7,234.8
10.0,5.3,287.8,117.9,25.7,30.0,428.9,234.4
10.0,5.3,288.4,118.6,25.8,30.0,424.9,234.2
10.0,5.3,288.2,117.9,25.8,30.0,429.5,234.6
10.1,5.3,288.4,118.6,25.8,30.0,430.1,234.9
10.0,5.3,288.2,118.6,25.8,30.1,428.9,235.7
10.0,5.3,289.6,118.6,25.8,30.1,428.9,236.2
10.1,5.3,289.1,118.6,25.9,30.1,429.5,236.5
10.0,5.3,289.0,118.6,25.8,30.1,428.7,236.8
10.1,5.3,287.8,119.3,25.9,30.2,423.7,236.6
10.1,5.3,288.4,119.3,26.0,30.2,428.7,236.7
10.1,5.3,287.7,119.3,25.9,30.2,428.7,237.0
10.1,5.3,289.4,119.3,26.0,30.3,429.9,236.5
10.1,5.3,288.2,119.3,26.0,30.3,429.3,235.8
10.0,5.3,288.4,119.3,26.0,30.3,429.3,236.3
10.1,5.3,288.7,119.3,26.0,30.4,428.1,236.8
10.1,5.3,288.4,119.3,26.0,30.4,429.3,237.1
10.1,5.3,289.1,119.3,26.0,30.4,428.3,236.6
10.0,5.3,288.2,119.3,26.0,30.4,429.1,237.7
10.0,5.3,288.9,119.3,26.0,30.4,427.9,238.1
10.1,5.3,288.9,120.0,26.1,30.4,427.9,238.2
10.1,5.3,289.3,120.0,26.1,30.5,429.4,238.5
10.2,5.4,288.5,120.0,26.1,30.4,428.6,238.3
10.1,5.3,288.1,120.0,26.1,30.5,429.3,238.5
10.1,5.4,288.2,120.0,26.1,30.5,422.2,238.0
10.1,5.3,288.4,120.0,26.1,30.5,426.6,237.8
10.1,5.3,288.8,120.0,26.2,30.5,425.6,238.0
10.1,5.4,288.9,120.0,26.2,30.6,428.2,237.7
10.1,5.3,288.4,120.7,26.3,30.6,429.6,237.2
10.1,5.4,288.8,120.7,26.3,30.6,431.3,236.8
10.1,5.4,288.5,120.7,26.3,30.6,428.7,236.6
10.2,5.4,287.9,120.7,26.3,30.6,428.9,236.7
10.1,5.3,288.2,120.7,26.3,30.7,429.4,237.0
10.1,5.4,288.3,120.7,26.3,30.7,427.5,237.1
10.1,5.3,289.5,120.7,26.4,30.7,429.2,237.4
10.1,5.3,288.4,120.7,26.4,30.7,427.6,237.6
10.1,5.3,289.2,121.4,26.4,30.7,428.3,238.6
10.2,5.4,287.7,121.4,26.5,30.8,422.0,238.2
10.1,5.4,287.8,120.7,26.4,30.8,426.6,238.6
10.1,5.4,288.1,121.4,26.4,30.7,428.6,239.2
10.1,5.4,287.7,121.4,26.5,30.8,427.7,239.1
10.1,5.4,288.8,121.4,26.4,30.8,427.0,239.9
10.2,5.4,288.5,121.4,26.5,30.8,428.5,239.8
10.2,5.4,287.9,121.4,26.5,30.9,427.9,239.6
10.1,5.4,288.9,121.4,26.5,30.9,428.2,238.9
10.1,5.3,288.1,122.0,26.5,30.9,426.5,239.1
10.2,5.4,287.5,122.0,26.6,30.9,427.6,239.6
10.2,5.4,287.6,122.0,26.5,31.0,427.4,240.0
10.2,5.4,289.3,122.0,26.6,31.0,429.4,239.7
10.2,5.4,288.5,122.0,26.6,31.0,426.9,239.5
10.2,5.4,288.3,122.0,26.6,31.0,429.6,238.8
10.2,5.4,287.7,122.7,26.6,31.0,424.1,238.4
10.2,5.4,287.7,122.0,26.6,31.1,424.9,238.0
10.2,5.4,288.3,122.0,26.6,31.0,429.2,238.6
10.1,5.4,288.1,122.0,26.7,31.1,427.9,239.0
10.2,5.4,287.9,122.7,26.8,31.1,428.0,240.0
10.2,5.4,288.8,122.7,26.8,31.1,426.8,240.3
10.2,5.4,289.0,122.7,26.8,31.1,430.2,241.1
10.2,5.4,287.7,122.7,26.8,31.1,429.5,241.1
10.2,5.4,288.9,122.7,26.8,31.2,425.5,241.3
10.2,5.4,288.4,123.4,26.8,31.1,429.4,240.7
10.2,5.4,287.6,122.7,26.8,31.2,428.1,240.3
10.2,5.4,287.8,123.4,26.8,31.1,429.4,240.5
10.2,5.4,288.0,123.4,26.8,31.2,429.0,240.5
10.2,5.4,287.7,123.4,26.9,31.2,429.2,240.4
10.2,5.4,288.3,123.4,26.8,31.2,423.5,240.6
10.1,5.3,287.4,123.4,27.0,31.3,421.8,240.9
10.2,5.4,289.3,123.4,27.0,31.4,430.4,241.0
10.2,5.4,289.4,123.4,27.0,31.4,426.6,240.7
10.2,5.4,287.4,123.4,27.0,31.4,429.4,241.3
10.1,5.3,288.6,123.4,27.0,31.4,428.4,241.7
10.1,5.3,289.1,124.1,27.0,31.4,426.6,241.6
10.1,5.4,288.7,123.4,27.0,31.4,428.6,241.7
10.1,5.4,289.4,124.1,27.0,31.4,428.6,241.4
10.2,5.4,288.7,124.1,27.0,31.4,428.8,240.8
10.2,5.4,287.8,124.1,27.1,31.5,427.3,239.9
10.2,5.3,287.6,124.1,27.0,31.5,427.7,242.1
10.2,5.3,288.5,124.8,27.1,31.5,427.4,242.3
10.2,5.3,288.7,124.1,27.1,31.5,427.4,242.8
10.1,5.3,289.4,124.1,27.1,31.5,429.0,243.9
10.1,5.3,288.0,124.8,27.1,31.5,421.4,245.8
10.2,5.3,288.1,124.8,27.1,31.6,430.0,247.0
10.2,5.3,288.9,124.8,27.1,31.6,428.8,246.3
10.1,5.2,288.5,125.5,27.2,31.6,426.8,246.2
10.1,5.2,287.4,124.8,27.1,31.6,429.2,247.1
10.2,5.3,288.8,125.5,27.2,31.6,428.4,246.8
10.2,5.3,287.9,125.5,27.3,31.7,430.2,246.8
10.1,5.3,288.1,125.5,27.3,31.7,427.6,245.3
10.1,5.3,287.8,125.5,27.3,31.7,426.9,244.9
10.2,5.3,287.1,125.5,27.3,31.7,428.3,244.6
10.1,5.3,287.8,125.5,27.4,31.8,428.8,245.6
10.2,5.3,288.4,125.5,27.3,31.7,427.9,245.5
10.2,5.3,288.0,125.5,27.4,31.7,426.9,244.7
10.1,5.3,288.5,125.5,27.3,31.7,429.1,244.1
10.1,5.3,288.0,125.5,27.4,31.7,429.1,243.1
10.1,5.3,287.0,125.5,27.4,31.8,428.2,242.3
10.0,5.3,287.9,125.5,27.4,31.7,431.2,242.5
10.1,5.3,287.7,125.5,27.4,31.8,427.4,243.0
10.0,5.3,287.3,125.5,27.4,31.8,429.0,243.1
10.1,5.3,288.2,125.5,27.3,31.7,421.9,243.0
10.1,5.3,287.1,125.5,27.4,31.8,422.1,242.7
10.0,5.2,287.5,125.5,27.3,31.7,429.9,242.7
10.0,5.3,287.2,125.5,27.4,31.8,427.8,242.6
10.1,5.3,287.6,125.5,27.4,31.7,431.1,243.9
10.1,5.3,288.0,125.5,27.4,31.8,427.8,244.2
10.1,5.3,287.8,126.2,27.4,31.8,430.3,245.0
10.1,5.3,285.2,126.2,27.4,31.8,429.7,245.4
10.1,5.3,285.8,126.2,27.4,31.8,430.4,246.6
10.2,5.3,286.5,125.5,27.4,31.8,428.5,246.8
10.2,5.3,285.9,125.5,27.4,31.8,430.3,246.6
10.2,5.3,286.8,125.5,27.3,31.7,428.7,246.7
10.2,5.3,286.1,124.8,27.2,31.7,429.0,245.8
10.2,5.3,285.3,124.8,27.1,31.6,429.1,245.5
10.2,5.3,285.9,124.8,27.1,31.6,427.9,245.0
10.2,5.3,285.8,124.8,27.1,31.6,429.0,244.6
10.2,5.3,285.0,124.8,27.1,31.6,431.5,244.2
10.2,5.3,286.0,124.8,27.1,31.5,428.3,243.5
10.2,5.3,285.7,124.1,27.1,31.5,428.3,243.9
10.2,5.3,285.9,124.1,27.0,31.5,422.9,243.6
10.2,5.3,285.7,123.4,26.9,31.5,428.8,242.7
10.2,5.3,284.8,124.1,26.9,31.4,428.3,242.9
10.2,5.3,285.2,124.1,26.9,31.4,430.0,243.2
10.2,5.3,285.9,124.1,26.9,31.4,427.1,243.1
10.3,5.4,285.2,124.1,26.9,31.4,429.2,242.5
10.2,5.3,284.5,124.1,26.9,31.4,429.2,242.3
10.3,5.4,284.7,123.4,26.9,31.4,429.4,241.8
10.3,5.3,284.1,123.4,26.8,31.3,429.1,241.7
10.3,5.4,284.6,123.4,26.8,31.3,428.8,242.0
10.3,5.4,284.3,123.4,26.8,31.3,428.7,242.0
10.2,5.3,285.2,122.7,26.8,31.2,426.0,241.4
10.3,5.3,285.8,122.7,26.8,31.1,428.8,240.9
10.3,5.4,285.2,122.7,26.8,31.1,428.5,241.1
10.3,5.3,284.0,122.7,26.8,31.1,427.3,240.9
10.3,5.3,284.7,122.7,26.6,31.1,429.2,240.9
10.3,5.3,284.0,122.7,26.6,31.0,429.5,240.5
10.3,5.3,284.1,122.7,26.6,31.1,428.1,240.9
10.3,5.4,284.5,122.7,26.6,31.1,422.2,240.5
10.3,5.3,285.5,122.7,26.6,31.1,427.4,242.4
10.3,5.4,284.8,122.7,26.6,31.0,428.8,242.2
10.3,5.3,285.1,122.0,26.5,31.0,428.7,242.4
10.3,5.3,285.3,122.0,26.5,31.0,427.4,243.5
10.3,5.3,285.2,122.0,26.5,31.0,429.1,244.8
10.3,5.4,284.7,122.0,26.5,31.0,428.3,245.2
10.3,5.4,284.7,122.0,26.5,31.0,426.7,246.8
10.3,5.3,284.4,122.0,26.5,30.9,426.5,246.6
10.3,5.3,284.5,122.7,26.5,31.1,402.1,247.2
10.3,5.3,285.4,123.4,26.6,31.2,419.7,246.5
10.3,5.3,286.5,122.7,26.6,31.2,429.1,244.7
10.1,5.2,285.1,122.0,26.5,31.1,428.3,242.5
10.0,5.1,285.0,121.4,26.5,31.0,427.3,240.6
9.8,5.0,285.7,121.4,26.4,30.9,425.6,237.6
9.7,5.0,285.5,121.4,26.5,30.9,423.0,234.1
9.7,5.0,287.1,120.7,26.5,30.8,430.4,234.0
9.8,5.1,286.9,120.7,26.5,30.7,427.2,234.1
9.9,5.2,286.9,120.7,26.4,30.7,427.3,235.1
10.2,5.4,285.7,120.7,26.4,30.7,429.2,236.2
10.3,5.5,285.4,120.7,26.4,30.7,427.0,241.0
10.6,5.7,285.5,121.4,26.3,30.7,426.3,245.8
10.8,5.4,252.5,124.1,26.3,30.8,336.1,244.7
10.7,5.4,266.8,123.4,26.2,31.2,335.6,244.6
10.7,5.5,266.2,123.4,26.1,31.4,337.4,245.7
10.8,5.6,267.1,124.1,26.1,31.4,336.9,247.6
10.9,5.6,267.2,124.1,26.1,31.4,337.6,249.8
10.9,5.6,265.9,124.1,26.0,31.4,336.8,250.3
10.9,5.6,265.9,124.1,26.1,31.5,337.0,249.6
10.9,5.6,266.4,124.8,26.1,31.5,336.4,249.6
10.9,5.6,267.1,124.8,26.1,31.5,331.1,249.6
10.8,5.5,266.2,124.1,26.1,31.5,337.1,248.8
10.8,5.4,265.8,124.1,26.0,31.5,335.1,249.4
10.8,5.5,266.9,124.1,26.1,31.4,335.5,249.5
10.8,5.6,266.4,124.1,26.0,31.5,336.5,249.4
10.8,5.5,267.1,124.1,26.0,31.5,335.6,250.2
10.9,5.6,266.3,124.1,26.0,31.5,336.3,249.6
10.9,5.6,265.7,124.1,26.1,31.5,334.3,249.6
10.9,5.6,266.2,124.1,26.1,31.5,338.2,249.1
10.8,5.5,266.7,124.8,26.1,31.5,336.9,248.5
10.8,5.5,265.6,124.8,26.2,31.6,335.4,247.8
10.8,5.5,265.4,124.8,26.1,31.5,336.3,247.4
10.8,5.4,266.0,124.8,26.1,31.6,335.2,246.7
10.7,5.4,265.7,124.1,26.1,31.5,335.9,246.0
10.7,5.4,265.1,124.1,26.1,31.5,337.0,246.0
10.5,5.3,264.5,124.1,26.2,31.5,330.9,246.3
10.5,5.3,265.7,124.8,26.2,31.6,332.5,245.8
10.5,5.3,266.4,124.1,26.2,31.6,336.9,245.3
10.4,5.2,266.2,124.1,26.2,31.5,336.4,244.3
10.3,5.1,266.3,124.1,26.2,31.5,336.5,244.3
10.3,5.2,266.1,124.1,26.3,31.5,335.7,243.5
10.3,5.1,265.5,124.1,26.3,31.5,337.4,243.4
10.3,5.1,266.1,124.1,26.3,31.5,336.8,241.5
10.2,5.1,265.6,124.1,26.3,31.5,337.8,240.3
10.2,5.1,265.9,124.1,26.3,31.5,337.5,240.5
10.2,5.1,266.3,124.1,26.3,31.5,334.4,240.6
10.2,5.1,266.0,123.4,26.3,31.5,337.2,238.4
10.1,5.0,266.1,123.4,26.3,31.5,338.3,236.4
10.1,5.1,266.3,123.4,26.3,31.5,332.0,236.3
10.2,5.1,266.1,123.4,26.3,31.5,337.7,233.2
10.0,5.1,266.1,123.4,26.3,31.5,336.6,232.7
10.0,5.1,266.8,122.7,26.3,31.5,336.7,232.7
10.0,5.1,267.2,122.7,26.3,31.4,335.9,229.8
9.9,5.1,266.0,122.7,26.3,31.4,335.7,229.9
9.9,5.1,266.7,122.7,26.3,31.4,336.6,228.1
9.9,5.1,267.2,122.7,26.4,31.4,336.6,228.7
9.9,5.1,268.1,122.7,26.4,31.3,336.6,228.2
9.8,5.1,267.3,122.0,26.4,31.3,336.7,228.1
9.8,5.1,268.1,122.0,26.4,31.3,336.8,227.4
9.8,5.0,267.2,122.0,26.4,31.4,336.0,227.5
9.9,5.1,267.4,122.7,26.4,31.4,335.2,227.3
9.9,5.1,266.5,122.7,26.4,31.4,336.3,222.9
9.8,5.1,267.1,122.0,26.4,31.4,331.6,222.9
9.8,5.1,267.5,122.0,24.0,31.4,332.8,222.3
9.8,5.1,266.5,122.0,23.8,31.3,336.8,218.6
9.8,5.2,266.7,121.4,23.9,31.2,336.5,218.6
9.8,5.2,266.7,121.4,24.0,31.2,336.8,218.5
9.8,5.2,266.3,121.4,23.9,31.2,336.7,218.7
9.8,5.2,267.1,121.4,23.9,31.2,337.3,218.1
9.8,5.1,267.4,121.4,23.8,31.2,335.7,218.3
9.7,5.1,267.5,122.0,24.0,31.2,338.4,218.0
9.7,5.1,267.7,121.4,24.1,31.3,338.1,219.0
9.8,5.4,290.7,119.3,24.0,30.9,429.5,218.6
9.7,5.3,291.9,119.3,24.0,30.7,428.8,218.3
9.7,5.4,290.8,119.3,24.1,30.6,429.5,219.0
9.8,5.4,290.8,120.0,24.1,30.7,429.6,221.7
9.9,5.5,291.0,120.0,24.1,30.7,428.9,221.6
9.9,5.5,291.2,120.0,24.3,30.7,428.3,224.9
10.0,5.5,291.3,120.0,24.2,30.7,430.3,225.4
10.0,5.5,291.4,120.0,24.1,30.7,428.5,224.9
10.0,5.4,290.4,120.7,24.2,30.7,424.1,224.0
9.9,5.4,290.9,120.0,24.0,30.7,429.6,225.5
10.0,5.5,290.4,120.0,24.2,30.7,430.7,225.2
9.9,5.4,290.1,120.0,24.2,30.7,430.6,224.8
9.9,5.4,290.4,120.0,24.1,30.7,429.0,224.5
9.9,5.4,291.3,120.0,24.1,30.7,430.8,224.3
10.0,5.4,289.6,120.0,24.1,30.7,428.9,225.3
10.0,5.4,290.5,120.0,24.0,30.6,430.2,225.4
10.0,5.4,290.6,120.0,24.0,30.6,431.1,224.7
10.0,5.4,290.2,120.0,24.1,30.6,428.5,224.0
10.0,5.4,290.7,120.0,24.1,30.6,428.0,225.7
10.2,5.5,290.6,120.0,24.1,30.6,432.1,228.2
10.1,5.5,290.4,120.0,24.1,30.7,428.7,228.3
10.1,5.4,289.7,120.0,24.1,30.7,430.3,228.0
10.2,5.5,289.9,120.0,23.9,30.6,429.6,227.9
10.2,5.5,289.5,120.0,24.0,30.6,428.4,231.9
10.2,5.5,289.8,120.7,24.1,30.6,429.8,232.7
10.2,5.4,290.6,120.7,24.0,30.6,428.9,232.5
10.2,5.4,290.7,120.0,24.1,30.7,428.3,232.2
10.2,5.4,290.0,120.7,24.1,30.6,427.8,232.8
10.2,5.5,288.9,120.7,24.1,30.7,430.0,231.7
10.2,5.4,289.8,120.0,24.1,30.6,427.5,234.3
10.2,5.4,289.8,120.7,24.0,30.6,428.8,235.8
10.3,5.4,290.0,120.7,24.1,30.6,429.3,236.2
10.2,5.4,290.0,120.7,23.9,30.7,430.2,236.4
10.3,5.4,291.0,120.7,24.0,30.7,427.4,236.5
10.3,5.4,291.3,120.7,23.9,30.7,428.5,236.8
10.3,5.4,290.5,120.7,24.1,30.6,423.7,237.9
10.2,5.4,289.9,120.7,24.0,30.7,429.4,239.0
10.3,5.4,289.8,120.7,24.0,30.7,427.9,238.2
10.2,5.4,290.6,120.7,24.0,30.7,429.3,241.3
10.3,5.4,290.4,120.7,24.0,30.7,428.6,243.2
10.3,5.4,291.0,121.4,24.0,30.7,428.8,244.4
10.3,5.4,291.8,121.4,24.1,30.7,430.6,244.2
10.3,5.4,290.7,121.4,24.1,30.7,430.2,244.7
10.3,5.4,290.9,121.4,24.1,30.7,430.9,244.9
10.3,5.4,290.9,120.7,24.1,30.7,428.0,244.1
10.3,5.4,289.4,121.4,24.1,30.7,428.7,243.6
10.3,5.4,291.2,121.4,24.1,30.7,430.0,243.0
10.3,5.4,290.3,121.4,24.0,30.7,428.0,242.5
10.3,5.4,290.9,121.4,23.9,30.7,429.9,241.8
10.3,5.4,291.5,121.4,24.0,30.7,429.2,244.7
10.3,5.4,290.7,121.4,24.1,30.7,429.3,244.0
10.3,5.4,290.0,121.4,23.9,30.7,430.0,243.2
10.3,5.3,289.9,121.4,24.0,30.7,429.0,243.0
10.3,5.3,290.9,120.7,23.9,30.7,428.4,242.8
10.3,5.4,289.8,120.7,24.0,30.7,429.5,244.6
10.3,5.3,289.9,120.7,23.9,30.7,428.6,245.4
10.3,5.3,290.0,121.4,23.9,30.7,428.3,246.0
10.3,5.3,290.5,121.4,24.0,30.7,428.9,246.1
10.3,5.3,290.6,121.4,24.0,30.7,429.7,248.2
10.3,5.3,290.3,121.4,24.0,30.7,423.9,248.8
10.3,5.3,290.0,121.4,24.0,30.7,421.1,248.0
10.3,5.3,290.2,121.4,23.9,30.7,428.5,248.2
10.3,5.3,290.9,121.4,24.0,30.7,428.1,248.1
10.3,5.3,290.8,121.4,24.0,30.7,430.8,247.7
10.3,5.3,291.4,121.4,24.0,30.7,429.4,247.4
10.3,5.3,289.4,121.4,24.0,30.7,428.9,247.1
10.3,5.3,289.8,121.4,24.0,30.7,427.8,246.5
10.3,5.3,290.4,121.4,23.9,30.7,429.9,246.6
10.3,5.3,289.6,120.7,23.9,30.6,430.3,246.8
10.3,5.3,289.5,121.4,23.8,30.7,429.6,247.3
10.3,5.3,290.9,121.4,23.8,30.6,429.3,247.8
10.3,5.3,289.5,121.4,23.9,30.6,427.2,248.8
10.3,5.3,290.6,121.4,23.9,30.6,427.5,249.1
10.3,5.3,291.8,121.4,24.0,30.6,429.7,249.1
10.3,5.3,291.6,121.4,24.0,30.7,427.9,249.4
10.4,5.3,291.7,121.4,23.9,30.7,427.6,248.3
10.3,5.3,291.1,120.7,24.0,30.7,429.4,248.0
10.3,5.3,290.4,120.7,23.9,30.6,430.4,248.3
10.3,5.3,290.9,121.4,23.9,30.6,429.6,248.1
10.4,5.3,290.7,121.4,23.9,30.7,427.9,246.9
10.3,5.3,290.1,121.4,23.9,30.7,423.1,247.3
10.3,5.3,290.9,121.4,23.9,30.7,422.8,245.8
10.4,5.4,289.1,121.4,23.9,30.6,430.9,247.1
10.3,5.3,290.5,121.4,23.9,30.6,429.1,247.4
10.3,5.3,289.1,121.4,23.9,30.7,430.4,246.5
10.3,5.3,288.8,120.7,23.9,30.7,430.7,246.8
10.3,5.3,290.3,120.7,23.9,30.6,430.0,246.3
10.3,5.3,289.4,121.4,24.0,30.6,430.0,247.0
10.3,5.3,290.2,121.4,24.0,30.6,429.2,247.2
10.3,5.3,291.1,121.4,24.0,30.7,430.7,247.8
10.3,5.3,291.2,121.4,24.0,30.6,430.9,247.7
