Evaporator Inlet Water Temperature,Evaporator Outlet Water Temperature,Evaporator Flow rate,Condensor Refrigerant Pressure,Condensor Inlet Water Temperature,Condensor Outlet Water Temperature,Condensor Flow Rate,Motor KW
10.0,5.3,277.4,125.5,28.0,31.9,386.0,229.2
9.8,5.2,277.5,125.5,27.9,31.8,385.3,230.0
9.8,5.2,277.3,125.5,28.0,31.8,385.2,229.9
9.9,5.3,275.5,125.5,28.0,31.8,384.6,229.8
9.9,5.2,276.9,125.5,28.0,31.8,385.2,229.2
9.8,5.2,276.9,125.5,27.9,31.8,385.8,229.9
9.9,5.2,276.7,125.5,28.0,31.8,383.9,228.5
9.8,5.2,276.8,125.5,27.9,31.8,383.8,229.8
9.9,5.3,276.5,125.5,27.9,31.7,383.8,229.8
9.8,5.3,276.2,125.5,27.9,31.8,384.7,229.4
9.8,5.2,277.1,125.5,27.9,31.8,386.1,229.4
9.8,5.2,275.7,124.8,27.9,31.7,387.9,230.1
9.9,5.3,277.2,125.5,27.9,31.7,383.8,229.5
9.9,5.3,276.9,125.5,27.9,31.7,385.7,229.4
9.8,5.2,276.6,124.8,27.9,31.7,384.1,229.4
9.8,5.3,277.8,124.8,27.9,31.7,386.0,229.5
9.9,5.3,277.0,124.8,27.9,31.7,385.7,229.3
9.8,5.2,277.5,124.8,27.8,31.7,385.7,229.9
9.8,5.3,276.9,124.8,27.8,31.6,387.1,230.1
9.9,5.3,276.6,124.8,27.8,31.6,387.5,229.0
9.8,5.2,277.5,124.8,27.8,31.7,385.4,229.2
9.8,5.2,277.1,124.8,27.8,31.7,384.9,229.3
9.8,5.2,276.9,124.8,27.8,31.7,385.6,228.9
9.8,5.2,277.0,124.8,27.8,31.6,384.3,229.3
9.8,5.2,277.2,124.8,27.8,31.7,384.3,229.1
9.8,5.2,277.3,124.8,27.8,31.6,383.8,229.5
9.8,5.2,276.3,124.8,27.8,31.6,385.2,229.7
9.9,5.3,275.3,124.8,27.8,31.6,384.8,230.1
9.9,5.3,277.8,124.8,27.8,31.6,385.0,229.2
9.8,5.2,276.7,124.8,27.8,31.6,386.2,229.3
9.8,5.2,276.5,124.8,27.8,31.6,384.9,229.5
9.8,5.2,277.2,124.8,27.8,31.6,385.8,229.3
9.8,5.2,276.2,124.1,27.7,31.6,385.6,230.4
9.8,5.2,277.1,124.8,27.7,31.6,385.0,230.3
9.8,5.2,276.0,124.1,27.7,31.6,385.7,229.5
9.8,5.2,276.1,124.1,27.8,31.5,384.8,229.4
9.8,5.2,276.8,124.1,27.7,31.5,383.5,229.2
9.8,5.2,277.2,124.1,27.7,31.6,385.0,229.0
9.8,5.2,275.7,124.1,27.7,31.6,384.6,229.2
9.8,5.1,276.8,124.1,27.6,31.5,384.2,229.0
9.8,5.2,276.7,124.1,27.6,31.5,385.3,229.7
9.8,5.2,276.9,124.1,27.6,31.5,384.6,229.7
9.9,5.2,276.5,124.1,27.6,31.5,385.8,229.2
9.8,5.1,276.2,124.1,27.6,31.5,383.2,229.8
9.8,5.2,276.4,124.1,27.6,31.5,385.9,229.6
9.8,5.1,277.5,124.1,27.6,31.5,383.3,229.8
9.8,5.2,277.0,124.1,27.6,31.5,385.0,229.8
9.8,5.1,276.5,124.1,27.6,31.5,384.5,229.2
9.8,5.1,277.1,124.1,27.6,31.5,384.2,230.4
9.8,5.2,277.6,124.1,27.6,31.5,385.6,229.8
9.8,5.2,277.1,124.1,27.6,31.5,384.7,229.5
9.7,5.1,276.8,124.1,27.6,31.5,385.2,229.5
9.8,5.2,277.0,124.1,27.6,31.5,385.9,229.7
9.8,5.1,277.7,124.1,27.6,31.5,383.6,230.0
9.8,5.2,277.9,124.1,27.6,31.5,386.4,232.1
9.8,5.1,275.9,124.1,27.6,31.5,384.4,232.0
9.8,5.1,276.9,124.1,27.5,31.5,384.5,231.9
9.8,5.1,276.7,124.1,27.5,31.5,385.1,232.2
9.8,5.1,277.1,124.1,27.5,31.5,385.4,231.6
9.8,5.1,276.7,124.1,27.5,31.5,384.3,234.6
9.8,5.0,276.9,124.1,27.5,31.5,384.1,234.4
9.7,5.0,277.1,124.1,27.5,31.5,384.9,234.4
9.8,5.1,276.9,124.1,27.5,31.4,383.5,234.6
9.8,5.1,276.7,124.1,27.5,31.4,385.7,234.5
9.8,5.1,277.2,124.1,27.5,31.5,384.8,234.5
9.8,5.1,276.7,124.1,27.5,31.4,387.2,234.4
9.7,5.0,277.0,124.1,27.5,31.4,385.4,234.7
9.8,5.1,276.5,124.1,27.5,31.4,385.3,234.7
9.8,5.1,277.1,124.1,27.5,31.4,383.1,234.4
9.8,5.1,275.7,124.1,27.4,31.4,384.1,234.5
9.8,5.0,276.1,124.1,27.4,31.4,385.9,234.4
9.8,5.1,275.4,124.1,27.4,31.4,386.2,234.3
9.8,5.1,276.7,123.4,27.5,31.4,387.6,234.3
9.7,5.0,276.6,124.1,27.4,31.4,386.7,233.9
9.7,5.0,276.6,123.4,27.4,31.4,385.3,233.8
9.7,5.0,276.5,124.1,27.4,31.4,383.2,233.7
9.7,5.0,276.5,123.4,27.4,31.4,386.7,234.4
9.8,5.1,276.1,124.1,27.4,31.4,384.9,233.9
9.7,4.9,277.1,123.4,27.4,31.4,385.9,234.1
9.7,5.0,276.4,123.4,27.4,31.4,386.8,233.9
9.7,4.9,276.6,124.1,27.4,31.4,385.2,234.0
9.7,5.0,276.9,123.4,27.4,31.4,385.0,234.1
9.7,5.0,276.9,123.4,27.4,31.3,382.9,233.4
9.7,4.9,277.7,123.4,27.4,31.3,385.5,233.7
9.8,5.1,276.6,123.4,27.4,31.3,385.2,232.5
9.7,4.9,276.8,123.4,27.4,31.3,384.7,232.3
9.7,5.0,276.7,123.4,27.4,31.3,385.1,231.9
9.7,4.9,276.9,123.4,27.4,31.3,385.7,231.9
9.7,5.0,275.9,123.4,27.4,31.3,384.4,232.0
9.7,5.0,275.7,123.4,27.4,31.3,384.4,232.1
9.7,5.0,276.6,123.4,27.4,31.3,384.0,232.2
9.7,5.0,276.5,123.4,27.4,31.3,384.8,230.1
9.7,5.0,276.8,123.4,27.4,31.2,384.2,227.6
9.7,5.1,276.2,122.7,27.4,31.2,385.2,225.1
9.6,5.1,276.0,122.0,27.4,31.2,385.2,224.9
9.7,5.1,277.4,122.0,27.4,31.1,385.3,224.9
9.7,5.1,276.4,122.7,27.3,31.1,386.0,225.2
9.6,5.1,276.3,122.7,27.4,31.1,385.2,225.3
9.7,5.1,276.9,122.7,27.4,31.1,385.3,225.1
9.7,5.1,276.6,122.7,27.4,31.1,384.4,225.8
9.7,5.1,276.3,122.7,27.4,31.1,386.0,225.7
9.7,5.1,277.0,122.0,27.3,31.1,385.7,222.0
9.7,5.2,277.4,122.0,27.3,31.1,384.9,222.0
9.7,5.2,277.0,122.0,27.4,31.1,385.1,222.1
9.7,5.2,275.9,122.0,27.3,31.1,384.5,221.8
9.6,5.2,277.7,122.0,27.4,31.1,385.5,220.8
9.7,5.2,277.8,121.4,27.3,31.0,384.5,221.5
9.7,5.2,277.2,122.0,27.3,31.0,387.0,220.9
9.5,5.1,277.7,121.4,27.3,31.0,385.5,220.7
9.6,5.2,277.1,121.4,27.3,31.0,385.2,220.9
9.7,5.2,277.0,121.4,27.3,31.0,384.9,219.0
9.5,5.1,277.2,121.4,27.3,31.0,385.4,218.6
9.6,5.2,276.9,121.4,27.2,30.9,386.2,218.4
9.6,5.2,277.3,121.4,27.3,30.9,384.7,218.3
9.7,5.2,275.3,121.4,27.3,30.9,383.9,219.0
9.7,5.2,276.2,121.4,27.3,31.0,384.4,218.5
9.7,5.2,276.5,121.4,27.3,31.0,384.2,218.6
9.7,5.2,276.8,121.4,27.1,31.0,385.5,218.4
9.7,5.2,277.4,121.4,27.2,30.9,385.4,217.9
9.7,5.2,275.5,121.4,27.2,30.9,385.9,217.7
9.7,5.2,276.9,121.4,27.3,30.9,384.6,218.1
9.7,5.2,276.9,121.4,27.2,30.9,384.7,218.3
9.7,5.2,277.2,120.7,27.1,30.9,383.4,218.0
9.6,5.2,275.2,121.4,27.1,30.9,383.1,218.3
9.7,5.2,276.4,120.7,27.2,30.9,386.6,218.5
9.7,5.2,277.1,121.4,27.1,30.9,384.8,218.8
9.7,5.2,277.7,121.4,27.2,30.9,383.6,218.7
9.6,5.2,276.6,121.4,27.1,30.9,387.3,218.8
9.7,5.2,275.6,120.7,27.1,30.9,385.5,218.6
9.6,5.2,276.4,121.4,27.1,30.9,382.6,218.5
9.7,5.2,276.7,121.4,27.1,30.9,384.2,218.0
9.7,5.2,276.8,120.7,27.1,30.9,384.0,217.7
9.5,5.1,276.8,120.7,27.1,30.9,386.2,217.5
9.6,5.1,276.7,120.7,27.1,30.8,384.5,218.3
9.7,5.2,275.4,120.7,27.1,30.9,385.3,217.8
9.6,5.2,276.5,120.7,27.1,30.8,387.1,217.5
9.6,5.1,277.4,120.7,27.1,30.8,385.2,217.5
9.6,5.2,276.4,120.7,27.1,30.8,387.3,217.4
9.5,5.2,276.3,120.7,27.1,30.8,384.8,218.3
9.7,5.2,276.2,120.7,27.1,30.7,384.6,218.0
9.7,5.1,277.0,120.7,27.1,30.8,384.7,218.4
9.7,5.2,276.7,120.7,27.1,30.8,383.2,218.2
9.5,5.1,277.1,120.7,27.1,30.7,385.4,218.2
9.5,5.1,277.2,120.7,27.1,30.8,385.2,218.2
9.6,5.2,277.0,120.7,27.1,30.7,385.3,218.1
9.7,5.2,276.4,120.7,27.1,30.7,385.9,217.4
9.6,5.1,275.6,120.7,27.1,30.8,384.2,217.1
9.7,5.2,276.6,120.7,27.0,30.7,381.3,217.5
9.7,5.2,276.1,120.7,27.1,30.7,386.0,217.8
9.6,5.1,276.8,120.0,27.0,30.7,387.3,217.9
9.7,5.2,275.4,120.7,27.0,30.7,385.3,217.4
9.6,5.1,276.1,120.0,27.0,30.7,387.9,217.3
9.6,5.1,275.9,120.0,27.0,30.7,384.4,217.6
9.7,5.1,276.9,120.7,27.0,30.7,385.5,217.6
9.6,5.2,276.4,120.7,27.0,30.7,385.7,217.3
9.6,5.1,275.7,120.0,27.0,30.7,385.1,217.5
9.6,5.1,276.0,120.7,27.0,30.7,385.6,217.7
9.6,5.1,276.6,120.0,27.0,30.7,385.9,218.2
9.7,5.2,275.6,120.0,27.0,30.7,384.6,218.0
9.5,5.1,276.5,120.0,27.0,30.6,383.9,218.3
9.7,5.2,276.4,120.0,26.9,30.7,385.4,218.2
9.5,5.1,277.0,120.0,27.0,30.6,385.5,218.3
9.7,5.1,276.3,120.0,26.9,30.6,384.8,218.2
9.5,5.1,275.8,120.0,27.0,30.6,385.5,219.4
9.6,5.1,277.7,120.0,27.0,30.7,384.5,218.9
9.6,5.1,276.9,120.0,27.0,30.6,386.1,218.8
9.5,5.1,277.3,120.0,26.9,30.6,385.7,219.2
9.5,5.1,277.1,120.0,26.9,30.6,383.5,218.8
9.5,5.1,276.7,120.0,26.9,30.6,385.1,218.3
9.5,5.1,276.4,120.0,26.9,30.6,383.5,217.6
9.5,5.1,276.9,119.3,26.9,30.6,387.3,217.5
9.6,5.1,275.8,120.0,26.9,30.6,383.3,216.8
9.5,5.1,276.8,120.0,26.9,30.6,384.9,217.2
9.5,5.1,275.8,120.0,26.9,30.6,385.3,216.9
9.6,5.1,275.7,119.3,26.9,30.6,384.2,217.2
9.6,5.1,275.9,120.0,26.9,30.6,386.0,216.8
9.6,5.1,274.9,120.0,26.9,30.6,385.2,216.7
9.5,5.1,275.5,120.0,26.9,30.6,386.4,216.7
9.6,5.1,274.8,120.0,26.9,30.6,386.6,217.1
9.6,5.1,276.6,120.0,26.9,30.6,384.9,216.3
9.5,5.1,275.3,120.0,26.9,30.5,384.8,216.7
9.6,5.1,275.2,119.3,26.9,30.6,384.8,217.2
9.6,5.1,276.3,120.0,26.9,30.6,386.1,217.1
9.6,5.1,275.9,119.3,26.9,30.6,384.8,216.2
9.5,5.1,275.9,119.3,26.8,30.5,385.6,216.7
9.6,5.1,276.2,120.0,26.9,30.5,385.5,216.9
9.6,5.1,275.8,120.0,26.9,30.5,384.9,216.9
9.5,5.1,276.0,119.3,26.8,30.5,384.9,216.7
9.5,5.1,276.0,119.3,26.9,30.5,385.0,216.1
9.5,5.1,276.2,119.3,26.9,30.5,384.6,216.9
9.5,5.1,276.5,119.3,26.8,30.5,384.5,217.0
9.6,5.1,275.8,120.0,26.8,30.5,386.1,215.9
9.5,5.0,276.2,119.3,26.8,30.5,385.7,216.5
9.5,5.1,276.0,119.3,26.9,30.5,384.5,216.3
9.6,5.1,275.5,119.3,26.8,30.6,384.3,216.3
9.6,5.1,275.4,119.3,26.8,30.5,385.9,216.6
9.5,5.1,275.7,119.3,26.8,30.5,385.6,216.5
9.5,5.1,275.8,119.3,26.8,30.5,385.5,217.0
9.5,5.1,276.7,119.3,26.8,30.5,383.9,217.6
9.5,5.1,276.9,120.0,26.8,30.5,386.6,217.8
9.6,5.1,276.6,119.3,26.8,30.4,385.2,217.9
9.5,5.1,276.4,119.3,26.8,30.5,386.1,218.1
9.5,5.1,276.0,119.3,26.8,30.5,385.7,218.1
9.6,5.1,275.7,119.3,26.8,30.5,386.0,217.8
9.5,5.1,277.3,119.3,26.8,30.5,385.4,218.2
9.5,5.1,277.5,119.3,26.8,30.5,385.6,218.2
9.5,5.1,277.5,119.3,26.8,30.5,385.8,217.9
9.5,5.1,277.4,119.3,26.8,30.5,383.8,217.5
9.5,5.1,276.8,119.3,26.8,30.5,384.4,217.4
9.5,5.0,276.4,119.3,26.8,30.5,384.3,217.2
9.5,5.1,277.1,119.3,26.8,30.5,383.9,217.3
9.5,5.1,277.2,119.3,26.8,30.5,384.3,217.3
9.6,5.1,275.9,119.3,26.8,30.5,384.4,216.5
9.5,5.1,276.5,119.3,26.8,30.5,385.1,213.7
9.5,5.1,276.2,119.3,26.8,30.4,386.1,214.4
9.6,5.1,277.4,118.6,26.8,30.4,385.6,213.8
9.5,5.1,277.1,118.6,26.8,30.4,385.2,214.1
9.5,5.2,277.7,118.6,26.8,30.4,386.5,213.5
9.5,5.1,275.9,118.6,26.8,30.4,384.5,213.5
9.5,5.2,277.3,118.6,26.8,30.4,386.1,213.2
9.5,5.2,277.1,118.6,26.8,30.4,384.1,213.4
9.5,5.2,277.0,118.6,26.8,30.4,385.1,213.5
9.6,5.2,276.6,118.6,26.8,30.4,384.3,213.5
9.5,5.1,277.8,118.6,26.8,30.4,383.9,214.4
9.6,5.2,276.6,118.6,26.7,30.4,385.0,214.8
9.7,5.2,276.9,118.6,26.7,30.4,386.0,214.9
9.6,5.2,277.7,118.6,26.7,30.4,386.0,214.9
9.5,5.1,277.2,118.6,26.7,30.4,384.3,215.7
9.6,5.2,278.2,118.6,26.8,30.4,384.8,214.9
9.6,5.1,276.1,118.6,26.7,30.4,385.6,214.5
9.5,5.1,277.7,118.6,26.7,30.4,386.0,214.4
9.5,5.1,276.7,118.6,26.8,30.4,384.6,213.7
9.5,5.1,277.1,118.6,26.7,30.4,383.8,214.0
9.5,5.2,276.4,118.6,26.8,30.4,384.8,213.6
9.6,5.2,276.5,118.6,26.8,30.4,384.2,213.1
9.5,5.1,276.7,118.6,26.7,30.4,383.7,213.3
9.5,5.1,276.6,118.6,26.8,30.4,385.5,213.2
9.6,5.2,276.2,118.6,26.7,30.3,386.7,212.8
9.5,5.1,275.4,118.6,26.8,30.4,385.1,213.5
9.7,5.2,275.6,118.6,26.8,30.4,384.3,213.3
9.6,5.2,275.8,118.6,26.8,30.4,385.1,213.4
9.6,5.2,276.2,118.6,26.8,30.4,385.1,214.4
9.6,5.2,276.8,118.6,26.8,30.4,383.3,214.5
9.6,5.2,278.3,118.6,26.7,30.4,385.0,214.4
9.5,5.1,277.2,118.6,26.7,30.4,385.7,214.9
9.6,5.2,276.8,118.6,26.6,30.4,384.9,214.9
9.5,5.2,277.5,119.3,26.8,30.4,384.9,214.5
9.5,5.1,276.8,118.6,26.7,30.4,384.4,214.6
9.6,5.2,275.9,118.6,26.7,30.4,385.4,214.8
9.6,5.2,276.6,118.6,26.7,30.4,386.1,214.7
9.5,5.2,276.7,118.6,26.8,30.4,385.3,214.7
9.5,5.1,277.7,118.6,26.8,30.4,387.1,214.3
9.5,5.1,277.7,118.6,26.7,30.4,388.1,214.7
9.6,5.2,277.2,118.6,26.7,30.4,386.1,211.9
9.6,5.2,277.4,118.6,26.8,30.4,382.9,212.1
9.6,5.2,276.8,118.6,26.7,30.3,386.6,211.4
9.5,5.2,276.3,118.6,26.8,30.4,385.3,211.8
9.5,5.2,276.7,118.6,26.8,30.4,384.9,211.6
9.5,5.2,276.6,117.9,26.6,30.3,386.0,211.7
9.5,5.2,276.0,118.6,26.7,30.2,383.9,211.3
9.6,5.2,276.5,117.9,26.7,30.3,385.7,211.1
9.6,5.2,276.6,117.9,26.7,30.4,385.1,211.0
9.6,5.2,276.5,117.9,26.7,30.3,385.2,210.8
9.5,5.2,276.4,117.9,26.6,30.3,385.3,211.3
9.6,5.2,276.9,117.9,26.6,30.3,383.5,210.9
9.5,5.2,276.4,117.9,26.7,30.3,386.8,211.7
9.6,5.2,276.8,117.9,26.6,30.2,384.7,211.4
9.5,5.2,276.6,117.9,26.7,30.3,385.5,211.5
9.6,5.2,277.4,118.6,26.6,30.3,384.2,211.9
9.7,5.2,277.0,117.9,26.6,30.2,385.8,211.6
9.6,5.2,277.1,117.9,26.6,30.2,382.6,211.6
9.6,5.2,276.4,117.9,26.7,30.3,385.3,211.5
9.6,5.2,276.8,117.9,26.6,30.3,387.4,211.6
9.6,5.2,276.8,117.9,26.6,30.2,385.7,211.7
9.6,5.2,276.2,117.9,26.7,30.3,384.7,211.4
9.7,5.2,276.7,118.6,26.6,30.3,385.6,210.9
9.6,5.2,276.3,117.9,26.6,30.2,386.4,210.7
9.6,5.2,276.8,117.9,26.6,30.2,384.2,213.4
9.6,5.2,276.7,118.6,26.6,30.2,384.8,213.3
9.6,5.2,275.2,118.6,26.6,30.3,384.7,213.5
9.7,5.2,276.2,118.6,26.6,30.3,384.9,212.9
9.5,5.2,276.3,117.9,26.6,30.2,385.2,213.8
9.6,5.2,276.3,118.6,26.6,30.2,385.3,213.8
9.6,5.2,277.1,117.9,26.6,30.2,385.8,214.4
9.7,5.2,277.1,118.6,26.6,30.2,385.5,215.3
9.7,5.2,276.6,118.6,26.6,30.2,384.5,215.7
9.6,5.2,278.1,118.6,26.6,30.2,386.1,215.9
9.5,5.2,276.6,118.6,26.6,30.2,386.1,216.4
9.6,5.2,277.6,117.9,26.6,30.2,385.5,216.2
9.7,5.2,278.2,118.6,26.6,30.2,386.2,216.1
9.6,5.2,277.8,117.9,26.6,30.2,385.7,215.3
9.6,5.2,276.6,117.9,26.6,30.2,385.4,213.7
9.5,5.1,276.4,117.9,26.6,30.2,384.7,214.1
9.5,5.2,275.8,117.9,26.6,30.2,384.8,213.4
9.6,5.2,276.3,117.9,26.6,30.2,385.4,212.2
9.5,5.1,275.8,117.9,26.5,30.1,385.2,212.2
9.6,5.2,275.3,117.9,26.6,30.2,385.3,211.8
9.5,5.1,275.0,117.9,26.5,30.2,385.4,211.9
9.5,5.1,275.0,117.9,26.5,30.1,384.9,212.7
9.5,5.2,276.5,117.9,26.6,30.2,384.3,213.5
9.5,5.2,276.9,117.9,26.6,30.1,384.7,213.7
9.5,5.1,277.0,117.9,26.5,30.2,384.7,214.4
9.5,5.1,276.7,117.9,26.5,30.1,384.6,214.6
9.5,5.2,277.5,117.9,26.5,30.2,386.5,214.9
9.6,5.2,276.3,117.9,26.5,30.1,383.3,215.1
9.5,5.1,277.3,117.9,26.5,30.2,386.5,214.8
9.5,5.1,277.6,117.9,26.6,30.2,386.7,214.0
9.5,5.2,276.9,117.9,26.5,30.2,384.1,213.5
9.5,5.1,276.3,117.9,26.5,30.2,382.9,213.6
9.5,5.2,275.4,117.9,26.5,30.1,386.5,213.0
9.5,5.1,276.4,117.9,26.5,30.1,387.7,212.7
9.6,5.2,276.3,117.9,26.5,30.2,385.5,213.0
9.7,5.2,275.4,117.9,26.5,30.1,384.4,212.5
9.6,5.2,275.1,117.9,26.5,30.2,385.3,212.7
9.6,5.2,275.3,117.9,26.5,30.2,383.3,213.5
9.7,5.2,276.3,117.9,26.5,30.1,386.7,214.0
9.6,5.2,276.2,117.9,26.5,30.2,386.9,214.7
9.7,5.2,276.3,117.9,26.5,30.2,384.4,214.3
9.6,5.2,277.3,117.9,26.5,30.1,385.1,214.5
9.7,5.2,276.6,117.9,26.5,30.2,385.4,214.2
9.6,5.2,277.7,117.9,26.5,30.1,385.9,214.2
9.7,5.2,276.5,117.9,26.5,30.2,385.5,213.0
9.6,5.2,275.9,117.9,26.5,30.2,386.1,212.9
9.6,5.2,276.5,117.9,26.5,30.1,385.3,212.3
9.7,5.2,275.6,117.9,26.5,30.1,383.9,211.8
9.6,5.2,275.1,117.9,26.6,30.1,384.8,211.5
9.6,5.2,275.1,117.9,26.6,30.1,384.1,211.6
9.6,5.2,274.3,117.9,26.5,30.1,384.3,211.4
9.6,5.2,274.6,117.9,26.5,30.1,383.6,211.0
9.5,5.1,274.8,117.9,26.5,30.1,387.2,211.3
9.6,5.1,275.8,117.9,26.5,30.1,385.2,211.5
9.5,5.1,275.6,117.9,26.5,30.1,384.3,211.8
9.5,5.1,276.1,117.9,26.5,30.1,386.3,212.3
9.5,5.1,275.4,117.9,26.5,30.1,384.4,213.3
9.6,5.2,276.9,118.6,26.5,30.1,384.9,213.5
9.6,5.2,276.2,117.9,26.5,30.1,386.5,213.3
9.5,5.1,276.1,117.9,26.5,30.1,384.8,214.1
9.6,5.1,276.6,117.9,26.5,30.1,385.8,214.1
9.5,5.1,275.7,117.9,26.5,30.1,385.1,213.9
9.5,5.1,277.0,117.9,26.6,30.1,385.0,213.9
9.6,5.1,276.4,117.9,26.5,30.2,384.7,213.8
9.5,5.1,275.6,117.9,26.5,30.1,386.0,213.1
9.5,5.1,276.0,117.9,26.5,30.1,383.9,213.7
9.6,5.2,275.9,117.9,26.5,30.1,384.4,213.8
9.5,5.1,277.2,117.9,26.5,30.1,384.5,213.8
9.5,5.1,276.6,117.9,26.5,30.1,383.8,214.7
9.5,5.1,276.9,117.9,26.5,30.1,384.4,215.6
9.6,5.1,277.5,117.9,26.5,30.1,386.3,215.8
9.5,5.1,277.5,117.9,26.5,30.1,384.6,216.0
9.6,5.2,278.0,117.9,26.5,30.1,385.5,215.6
9.5,5.1,277.7,117.9,26.5,30.1,385.7,215.3
9.5,5.1,277.6,117.9,26.5,30.2,384.7,214.7
9.5,5.1,276.7,117.9,26.6,30.1,386.4,214.6
9.6,5.1,276.6,117.9,26.5,30.1,386.6,214.1
9.6,5.1,277.4,117.9,26.5,30.1,385.6,213.0
9.5,5.1,275.6,117.9,26.6,30.2,384.0,212.7
9.5,5.1,275.9,117.9,26.5,30.1,384.3,212.2
9.5,5.1,276.6,117.9,26.5,30.1,384.5,211.8
9.5,5.1,275.0,117.9,26.5,30.1,385.9,211.8
9.5,5.1,275.6,117.9,26.5,30.1,384.2,212.2
9.6,5.1,274.9,117.9,26.5,30.1,384.9,212.3
9.5,5.1,276.3,117.9,26.5,30.1,385.5,212.9
9.5,5.1,276.6,117.9,26.5,30.1,384.3,213.9
9.5,5.1,275.8,117.9,26.5,30.1,385.6,214.5
9.6,5.2,276.7,117.9,26.6,30.1,384.3,213.9
9.5,5.1,276.0,117.9,26.5,30.2,386.7,214.7
9.6,5.1,276.2,117.9,26.6,30.1,385.8,214.4
9.6,5.2,276.3,117.9,26.6,30.2,385.2,213.5
9.5,5.1,276.3,117.9,26.5,30.2,384.4,213.5
9.6,5.1,276.0,117.9,26.5,30.1,385.1,212.9
9.6,5.2,275.2,117.9,26.5,30.2,386.2,212.4
9.5,5.2,275.9,117.9,26.5,30.1,384.6,212.3
9.5,5.1,275.7,117.9,26.6,30.1,384.7,212.0
9.6,5.1,275.7,117.9,26.5,30.1,384.0,212.3
9.5,5.2,274.8,117.9,26.5,30.1,384.3,212.0
9.5,5.1,275.0,117.9,26.5,30.2,386.8,213.0
9.6,5.2,275.9,117.9,26.5,30.2,386.3,213.6
9.5,5.1,275.6,117.9,26.5,30.2,385.3,214.3
9.6,5.2,276.7,117.9,26.5,30.2,384.7,214.5
9.6,5.2,277.9,117.9,26.6,30.2,384.6,214.2
9.6,5.2,277.1,117.9,26.6,30.2,385.8,213.8
9.6,5.2,276.3,117.9,26.5,30.2,384.1,213.6
9.5,5.1,275.8,117.9,26.5,30.1,384.3,213.4
9.5,5.1,276.4,117.9,26.5,30.2,386.1,213.2
9.6,5.2,275.9,117.9,26.5,30.1,387.0,212.5
9.6,5.2,276.0,117.9,26.5,30.2,386.8,212.2
9.7,5.2,276.0,117.9,26.6,30.2,385.0,211.7
9.6,5.2,275.0,117.9,26.5,30.1,385.0,211.4
9.6,5.1,274.7,117.9,26.5,30.1,385.7,211.5
9.6,5.2,274.6,117.9,26.5,30.1,385.5,211.3
9.7,5.2,275.2,117.9,26.5,30.1,384.2,211.6
9.6,5.2,275.3,117.9,26.5,30.1,385.7,212.1
9.5,5.1,275.2,117.9,26.5,30.1,382.8,212.7
9.6,5.1,275.8,117.9,26.5,30.1,382.9,213.6
9.7,5.2,275.6,117.9,26.5,30.1,384.0,213.3
9.5,5.1,277.5,117.9,26.5,30.1,384.6,213.7
9.7,5.2,276.4,117.9,26.5,30.1,384.7,213.6
9.7,5.2,275.1,117.9,26.5,30.2,383.9,213.7
9.6,5.2,275.7,117.9,26.5,30.1,384.5,214.0
9.6,5.2,276.6,117.9,26.5,30.2,386.0,214.4
9.7,5.2,276.1,117.9,26.5,30.1,383.9,213.9
9.6,5.2,276.1,117.9,26.5,30.1,384.9,213.2
9.6,5.2,276.1,117.2,26.5,30.1,386.4,213.0
9.5,5.1,276.0,117.2,26.5,30.1,385.9,213.2
9.6,5.2,275.8,117.2,26.5,30.1,384.9,213.3
9.6,5.2,276.9,117.2,26.5,30.1,385.1,213.7
9.6,5.2,277.1,117.2,26.5,30.1,384.6,214.7
9.6,5.2,278.5,117.9,26.5,30.1,386.7,214.7
9.6,5.2,276.6,117.2,26.5,30.1,384.9,214.7
9.6,5.2,276.4,117.9,26.5,30.1,383.6,215.7
9.7,5.2,276.0,117.9,26.5,30.1,384.0,215.2
9.6,5.1,276.1,117.9,26.4,30.1,385.5,215.4
9.8,5.3,275.9,117.9,26.4,30.1,382.8,217.1
9.8,5.2,276.2,117.9,26.4,30.1,386.7,219.9
9.8,5.2,275.1,118.6,26.4,30.1,385.1,223.1
9.9,5.2,274.9,118.6,26.4,30.2,384.8,222.5
9.9,5.2,275.5,119.3,26.4,30.2,384.4,221.7
9.9,5.2,274.6,118.6,26.4,30.2,384.4,221.6
9.9,5.2,274.7,118.6,26.5,30.2,385.7,221.3
10.0,5.2,274.1,118.6,26.4,30.2,385.1,220.8
9.9,5.2,274.1,118.6,26.4,30.2,385.4,221.4
9.9,5.2,275.3,118.6,26.4,30.2,384.4,221.4
9.9,5.2,274.8,118.6,26.4,30.2,384.3,222.4
9.9,5.3,274.7,118.6,26.4,30.2,385.1,222.3
9.9,5.2,274.7,118.6,26.4,30.2,384.0,222.6
9.9,5.2,274.4,118.6,26.4,30.2,385.0,223.6
10.1,5.3,275.5,119.3,26.4,30.2,385.7,225.5
10.0,5.3,275.0,119.3,26.4,30.2,383.9,225.5
10.0,5.2,275.0,119.3,26.4,30.2,385.1,226.0
10.0,5.3,275.7,119.3,26.4,30.2,385.7,226.2
10.0,5.3,275.9,118.6,26.4,30.2,384.3,228.9
10.1,5.3,275.7,119.3,26.4,30.2,384.4,229.8
10.1,5.3,276.4,119.3,26.4,30.3,385.1,229.8
10.1,5.3,277.2,119.3,26.4,30.3,385.7,234.0
